year,state, gini 
1997,Minnesota, 0.56 
1997,Mississippi, 0.56 
1997,Missouri, 0.56 
1997,Montana, 0.57 
1997,Nebraska, 0.56 
1997,Nevada, 0.60 
1997,New Hampshire, 0.57 
1997,New Jersey, 0.59 
1997,New Mexico, 0.57 
1997,New York, 0.63 
1997,North Carolina, 0.55 
1997,North Dakota, 0.56 
1997,Ohio, 0.54 
1997,Oklahoma, 0.57 
1997,Oregon, 0.56 
1997,Pennsylvania, 0.57 
1997,Rhode Island, 0.56 
1997,South Carolina, 0.54 
1997,South Dakota, 0.58 
1997,Tennessee, 0.57 
1997,Texas, 0.61 
1997,Utah, 0.57 
1997,Vermont, 0.55 
1997,Virginia, 0.56 
1997,Washington, 0.56 
1997,West Virginia, 0.52 
1997,Wisconsin, 0.54 
1997,Wyoming, 0.62 
1998,United States, 0.59 
1998,Alabama, 0.56 
1998,Alaska, 0.59 
1998,Arizona, 0.57 
1998,Arkansas, 0.56 
1998,California, 0.62 
1998,Colorado, 0.59 
1998,Connecticut, 0.64 
1998,Delaware, 0.55 
1998,District of Columbia, 0.63 
1998,Florida, 0.62 
1998,Georgia, 0.58 
1998,Hawaii, 0.56 
1998,Idaho, 0.57 
1998,Illinois, 0.60 
1998,Indiana, 0.55 
1998,Iowa, 0.54 
1998,Kansas, 0.56 
1998,Kentucky, 0.55 
1998,Louisiana, 0.57 
1998,Maine, 0.56 
1998,Maryland, 0.56 
1998,Massachusetts, 0.60 
1998,Michigan, 0.56 
1998,Minnesota, 0.56 
1998,Mississippi, 0.56 
1998,Missouri, 0.57 
1998,Montana, 0.59 
1998,Nebraska, 0.58 
1998,Nevada, 0.61 
1998,New Hampshire, 0.57 
1998,New Jersey, 0.60 
1998,New Mexico, 0.57 
1998,New York, 0.64 
1998,North Carolina, 0.55 
1998,North Dakota, 0.57 
1998,Ohio, 0.54 
1998,Oklahoma, 0.57 
1998,Oregon, 0.57 
1998,Pennsylvania, 0.57 
1998,Rhode Island, 0.56 
1998,South Carolina, 0.56 
1998,South Dakota, 0.59 
1998,Tennessee, 0.57 
1998,Texas, 0.61 
1998,Utah, 0.56 
1998,Vermont, 0.56 
1998,Virginia, 0.56 
1998,Washington, 0.59 
1998,West Virginia, 0.53 
1998,Wisconsin, 0.55 
1998,Wyoming, 0.63 
1999,United States, 0.60 
1999,Alabama, 0.56 
1999,Alaska, 0.58 
1999,Arizona, 0.57 
1999,Arkansas, 0.56 
1999,California, 0.64 
1999,Colorado, 0.60 
1999,Connecticut, 0.64 
1999,Delaware, 0.56 
1999,District of Columbia, 0.56 
1999,Florida, 0.62 
1999,Georgia, 0.59 
1999,Hawaii, 0.56 
1999,Idaho, 0.59 
1999,Illinois, 0.60 
1999,Indiana, 0.55 
1999,Iowa, 0.54 
1999,Kansas, 0.57 
1999,Kentucky, 0.56 
1999,Louisiana, 0.57 
1999,Maine, 0.55 
1999,Maryland, 0.57 
1999,Massachusetts, 0.61 
1999,Michigan, 0.57 
1999,Minnesota, 0.56 
1999,Mississippi, 0.55 
1999,Missouri, 0.57 
1999,Montana, 0.60 
1999,Nebraska, 0.57 
1999,Nevada, 0.61 
1999,New Hampshire, 0.57 
1999,New Jersey, 0.61 
1999,New Mexico, 0.58 
1999,New York, 0.64 
1999,North Carolina, 0.56 
1999,North Dakota, 0.55 
1999,Ohio, 0.54 
1999,Oklahoma, 0.57 
1999,Oregon, 0.57 
1999,Pennsylvania, 0.58 
1999,Rhode Island, 0.57 
1999,South Carolina, 0.55 
1999,South Dakota, 0.60 
1999,Tennessee, 0.57 
1999,Texas, 0.61 
1999,Utah, 0.57 
1999,Vermont, 0.57 
1999,Virginia, 0.57 
1999,Washington, 0.61 
1999,West Virginia, 0.53 
1999,Wisconsin, 0.55 
1999,Wyoming, 0.63 
2000,United States, 0.61 
2000,Alabama, 0.56 
2000,Alaska, 0.57 
2000,Arizona, 0.58 
2000,Arkansas, 0.56 
2000,California, 0.65 
2000,Colorado, 0.61 
2000,Connecticut, 0.66 
2000,Delaware, 0.56 
2000,District of Columbia, 0.64 
2000,Florida, 0.63 
2000,Georgia, 0.59 
2000,Hawaii, 0.56 
2000,Idaho, 0.59 
2000,Illinois, 0.60 
2000,Indiana, 0.55 
2000,Iowa, 0.53 
2000,Kansas, 0.57 
2000,Kentucky, 0.56 
2000,Louisiana, 0.58 
2000,Maine, 0.55 
2000,Maryland, 0.58 
2000,Massachusetts, 0.64 
2000,Michigan, 0.56 
2000,Minnesota, 0.57 
2000,Mississippi, 0.56 
2000,Missouri, 0.57 
2000,Montana, 0.59 
2000,Nebraska, 0.58 
2000,Nevada, 0.62 
2000,New Hampshire, 0.59 
2000,New Jersey, 0.62 
2000,New Mexico, 0.55 
2000,New York, 0.64 
2000,North Carolina, 0.56 
2000,North Dakota, 0.55 
2000,Ohio, 0.54 
2000,Oklahoma, 0.57 
2000,Oregon, 0.58 
2000,Pennsylvania, 0.58 
2000,Rhode Island, 0.57 
2000,South Carolina, 0.55 
2000,South Dakota, 0.58 
2000,Tennessee, 0.57 
2000,Texas, 0.62 
2000,Utah, 0.57 
2000,Vermont, 0.56 
2000,Virginia, 0.58 
2000,Washington, 0.60 
2000,West Virginia, 0.53 
2000,Wisconsin, 0.55 
2000,Wyoming, 0.64 
2001,United States, 0.59 
2001,Alabama, 0.56 
2001,Alaska, 0.57 
2001,Arizona, 0.56 
2001,Arkansas, 0.56 
2001,California, 0.62 
2001,Colorado, 0.58 
2001,Connecticut, 0.65 
2001,Delaware, 0.55 
2001,District of Columbia, 0.62 
2001,Florida, 0.62 
2001,Georgia, 0.58 
2001,Hawaii, 0.55 
2001,Idaho, 0.57 
2001,Illinois, 0.59 
2001,Indiana, 0.54 
2001,Iowa, 0.53 
2001,Kansas, 0.55 
2001,Kentucky, 0.54 
2001,Louisiana, 0.57 
2001,Maine, 0.54 
2001,Maryland, 0.56 
2001,Massachusetts, 0.60 
2001,Michigan, 0.55 
2001,Minnesota, 0.56 
2001,Mississippi, 0.55 
2001,Missouri, 0.56 
2001,Montana, 0.58 
2001,Nebraska, 0.57 
2001,Nevada, 0.60 
2001,New Hampshire, 0.55 
2001,New Jersey, 0.60 
2001,New Mexico, 0.59 
2001,New York, 0.65 
2001,North Carolina, 0.55 
2001,North Dakota, 0.55 
2001,Ohio, 0.53 
2001,Oklahoma, 0.56 
2001,Oregon, 0.56 
2001,Pennsylvania, 0.57 
2001,Rhode Island, 0.56 
2001,South Carolina, 0.55 
2001,South Dakota, 0.57 
2001,Tennessee, 0.56 
2001,Texas, 0.60 
2001,Utah, 0.55 
2001,Vermont, 0.55 
2001,Virginia, 0.56 
2001,Washington, 0.57 
2001,West Virginia, 0.52 
2001,Wisconsin, 0.54 
2001,Wyoming, 0.62 
2002,United States, 0.59 
2002,Alabama, 0.56 
2002,Alaska, 0.57 
2002,Arizona, 0.56 
2002,Arkansas, 0.56 
2002,California, 0.61 
2002,Colorado, 0.57 
2002,Connecticut, 0.63 
2002,Delaware, 0.54 
2002,District of Columbia, 0.61 
2002,Florida, 0.61 
2002,Georgia, 0.57 
2002,Hawaii, 0.54 
2002,Idaho, 0.57 
2002,Illinois, 0.58 
2002,Indiana, 0.54 
2002,Iowa, 0.53 
2002,Kansas, 0.56 
2002,Kentucky, 0.55 
2002,Louisiana, 0.58 
2002,Maine, 0.54 
2002,Maryland, 0.55 
2002,Massachusetts, 0.58 
2002,Michigan, 0.55 
2002,Minnesota, 0.55 
2002,Mississippi, 0.56 
2002,Missouri, 0.56 
2002,Montana, 0.60 
2002,Nebraska, 0.57 
2002,Nevada, 0.60 
2002,New Hampshire, 0.55 
2002,New Jersey, 0.59 
2002,New Mexico, 0.58 
2002,New York, 0.64 
2002,North Carolina, 0.55 
2002,North Dakota, 0.55 
2002,Ohio, 0.53 
2002,Oklahoma, 0.57 
2002,Oregon, 0.56 
2002,Pennsylvania, 0.56 
2002,Rhode Island, 0.55 
2002,South Carolina, 0.55 
2002,South Dakota, 0.58 
2002,Tennessee, 0.57 
2002,Texas, 0.60 
2002,Utah, 0.56 
2002,Vermont, 0.55 
2002,Virginia, 0.55 
2002,Washington, 0.56 
2002,West Virginia, 0.53 
2002,Wisconsin, 0.54 
2002,Wyoming, 0.62 
2003,United States, 0.59 
2003,Alabama, 0.58 
2003,Alaska, 0.58 
2003,Arizona, 0.56 
2003,Arkansas, 0.59 
2003,California, 0.60 
2003,Colorado, 0.57 
2003,Connecticut, 0.61 
2003,Delaware, 0.54 
2003,District of Columbia, 0.60 
2003,Florida, 0.63 
2003,Georgia, 0.58 
2003,Hawaii, 0.55 
2003,Idaho, 0.59 
2003,Illinois, 0.58 
2003,Indiana, 0.55 
2003,Iowa, 0.54 
2003,Kansas, 0.57 
2003,Kentucky, 0.57 
2003,Louisiana, 0.60 
2003,Maine, 0.55 
2003,Maryland, 0.54 
2003,Massachusetts, 0.57 
2003,Michigan, 0.56 
2003,Minnesota, 0.55 
2003,Mississippi, 0.60 
2003,Missouri, 0.57 
2003,Montana, 0.63 
2003,Nebraska, 0.58 
2003,Nevada, 0.60 
2003,New Hampshire, 0.54 
2003,New Jersey, 0.58 
2003,New Mexico, 0.60 
2003,New York, 0.63 
2003,North Carolina, 0.57 
2003,North Dakota, 0.57 
2003,Ohio, 0.54 
2003,Oklahoma, 0.59 
2003,Oregon, 0.57 
2003,Pennsylvania, 0.57 
2003,Rhode Island, 0.55 
2003,South Carolina, 0.57 
2003,South Dakota, 0.60 
2003,Tennessee, 0.58 
2003,Texas, 0.61 
2003,Utah, 0.57 
2003,Vermont, 0.56 
2003,Virginia, 0.54 
2003,Washington, 0.56 
2003,West Virginia, 0.56 
2003,Wisconsin, 0.54 
2003,Wyoming, 0.62 
2004,United States, 0.60 
2004,Alabama, 0.61 
2004,Alaska, 0.59 
2004,Arizona, 0.58 
2004,Arkansas, 0.62 
2004,California, 0.61 
2004,Colorado, 0.57 
2004,Connecticut, 0.61 
2004,Delaware, 0.55 
2004,District of Columbia, 0.60 
2004,Florida, 0.65 
2004,Georgia, 0.60 
2004,Hawaii, 0.57 
2004,Idaho, 0.61 
2004,Illinois, 0.59 
2004,Indiana, 0.56 
2004,Iowa, 0.55 
2004,Kansas, 0.58 
2004,Kentucky, 0.59 
2004,Louisiana, 0.63 
2004,Maine, 0.57 
2004,Maryland, 0.54 
2004,Massachusetts, 0.57 
2004,Michigan, 0.57 
2004,Minnesota, 0.55 
2004,Mississippi, 0.64 
2004,Missouri, 0.59 
2004,Montana, 0.65 
2004,Nebraska, 0.59 
2004,Nevada, 0.61 
2004,New Hampshire, 0.54 
2004,New Jersey, 0.57 
2004,New Mexico, 0.62 
2004,New York, 0.64 
2004,North Carolina, 0.59 
2004,North Dakota, 0.59 
2004,Ohio, 0.56 
2004,Oklahoma, 0.62 
2004,Oregon, 0.58 
2004,Pennsylvania, 0.58 
2004,Rhode Island, 0.56 
2004,South Carolina, 0.60 
2004,South Dakota, 0.62 
2004,Tennessee, 0.60 
2004,Texas, 0.62 
2004,Utah, 0.58 
2004,Vermont, 0.57 
2004,Virginia, 0.55 
2004,Washington, 0.56 
2004,West Virginia, 0.58 
2004,Wisconsin, 0.55 
2004,Wyoming, 0.62 
2005,United States, 0.61 
2005,Alabama, 0.63 
2005,Alaska, 0.59 
2005,Arizona, 0.59 
2005,Arkansas, 0.64 
2005,California, 0.62 
2005,Colorado, 0.58 
2005,Connecticut, 0.61 
2005,Delaware, 0.56 
2005,District of Columbia, 0.60 
2005,Florida, 0.67 
2005,Georgia, 0.62 
2005,Hawaii, 0.58 
2005,Idaho, 0.63 
2005,Illinois, 0.60 
2005,Indiana, 0.58 
2005,Iowa, 0.56 
2005,Kansas, 0.59 
2005,Kentucky, 0.61 
2005,Louisiana, 0.66 
2005,Maine, 0.58 
2005,Maryland, 0.54 
2005,Massachusetts, 0.58 
2005,Michigan, 0.58 
2005,Minnesota, 0.56 
2005,Mississippi, 0.68 
2005,Missouri, 0.61 
2005,Montana, 0.67 
2005,Nebraska, 0.60 
2005,Nevada, 0.63 
2005,New Hampshire, 0.55 
2005,New Jersey, 0.58 
2005,New Mexico, 0.65 
2005,New York, 0.65 
2005,North Carolina, 0.60 
2005,North Dakota, 0.61 
2005,Ohio, 0.57 
2005,Oklahoma, 0.64 
2005,Oregon, 0.59 
2005,Pennsylvania, 0.59 
2005,Rhode Island, 0.57 
2005,South Carolina, 0.62 
2005,South Dakota, 0.64 
2005,Tennessee, 0.62 
2005,Texas, 0.64 
2005,Utah, 0.59 
2005,Vermont, 0.59 
2005,Virginia, 0.55 
2005,Washington, 0.56 
2005,West Virginia, 0.60 
2005,Wisconsin, 0.57 
2005,Wyoming, 0.63 
2006,United States, 0.62 
2006,Alabama, 0.65 
2006,Alaska, 0.57 
2006,Arizona, 0.60 
2006,Arkansas, 0.67 
2006,California, 0.62 
2006,Colorado, 0.59 
2006,Connecticut, 0.62 
2006,Delaware, 0.56 
2006,District of Columbia, 0.60 
2006,Florida, 0.68 
2006,Georgia, 0.63 
2006,Hawaii, 0.57 
2006,Idaho, 0.64 
2006,Illinois, 0.61 
2006,Indiana, 0.59 
2006,Iowa, 0.57 
2006,Kansas, 0.60 
2006,Kentucky, 0.63 
2006,Louisiana, 0.67 
2006,Maine, 0.60 
2006,Maryland, 0.55 
2006,Massachusetts, 0.59 
2006,Michigan, 0.60 
2006,Minnesota, 0.57 
2006,Mississippi, 0.71 
2006,Missouri, 0.62 
2006,Montana, 0.66 
2006,Nebraska, 0.61 
2006,Nevada, 0.63 
2006,New Hampshire, 0.56 
2006,New Jersey, 0.59 
2006,New Mexico, 0.65 
2006,New York, 0.66 
2006,North Carolina, 0.62 
2006,North Dakota, 0.61 
2006,Ohio, 0.59 
2006,Oklahoma, 0.65 
2006,Oregon, 0.59 
2006,Pennsylvania, 0.61 
2006,Rhode Island, 0.59 
2006,South Carolina, 0.64 
2006,South Dakota, 0.64 
2006,Tennessee, 0.64 
2006,Texas, 0.64 
2006,Utah, 0.59 
2006,Vermont, 0.60 
2006,Virginia, 0.56 
2006,Washington, 0.57 
2006,West Virginia, 0.64 
2006,Wisconsin, 0.58 
2006,Wyoming, 0.63 
2007,United States, 0.63 
2007,Alabama, 0.65 
2007,Alaska, 0.56 
2007,Arizona, 0.60 
2007,Arkansas, 0.67 
2007,California, 0.63 
2007,Colorado, 0.59 
2007,Connecticut, 0.63 
2007,Delaware, 0.56 
2007,District of Columbia, 0.60 
2007,Florida, 0.69 
2007,Georgia, 0.64 
2007,Hawaii, 0.57 
2007,Idaho, 0.64 
2007,Illinois, 0.61 
2007,Indiana, 0.60 
2007,Iowa, 0.57 
2007,Kansas, 0.60 
2007,Kentucky, 0.63 
2007,Louisiana, 0.68 
2007,Maine, 0.60 
2007,Maryland, 0.55 
2007,Massachusetts, 0.60 
2007,Michigan, 0.61 
2007,Minnesota, 0.58 
2007,Mississippi, 0.71 
2007,Missouri, 0.62 
2007,Montana, 0.66 
2007,Nebraska, 0.60 
2007,Nevada, 0.63 
2007,New Hampshire, 0.56 
2007,New Jersey, 0.59 
2007,New Mexico, 0.65 
2007,New York, 0.66 
2007,North Carolina, 0.62 
2007,North Dakota, 0.60 
2007,Ohio, 0.59 
2007,Oklahoma, 0.64 
2007,Oregon, 0.60 
2007,Pennsylvania, 0.61 
2007,Rhode Island, 0.59 
2007,South Carolina, 0.64 
2007,South Dakota, 0.64 
2007,Tennessee, 0.65 
2007,Texas, 0.65 
2007,Utah, 0.59 
2007,Vermont, 0.61 
2007,Virginia, 0.57 
2007,Washington, 0.57 
2007,West Virginia, 0.63 
2007,Wisconsin, 0.58 
2007,Wyoming, 0.64 
2008,United States, 0.63 
2008,Alabama, 0.64 
2008,Alaska, 0.56 
2008,Arizona, 0.60 
2008,Arkansas, 0.67 
2008,California, 0.63 
2008,Colorado, 0.58 
2008,Connecticut, 0.62 
2008,Delaware, 0.56 
2008,District of Columbia, 0.60 
2008,Florida, 0.68 
2008,Georgia, 0.65 
2008,Hawaii, 0.57 
2008,Idaho, 0.63 
2008,Illinois, 0.61 
2008,Indiana, 0.60 
2008,Iowa, 0.57 
2008,Kansas, 0.60 
2008,Kentucky, 0.63 
2008,Louisiana, 0.66 
2008,Maine, 0.60 
2008,Maryland, 0.55 
2008,Massachusetts, 0.59 
2008,Michigan, 0.61 
2008,Minnesota, 0.57 
2008,Mississippi, 0.70 
2008,Missouri, 0.62 
2008,Montana, 0.66 
2008,Nebraska, 0.60 
2008,Nevada, 0.62 
2008,New Hampshire, 0.56 
2008,New Jersey, 0.59 
2008,New Mexico, 0.65 
2008,New York, 0.66 
2008,North Carolina, 0.62 
2008,North Dakota, 0.59 
2008,Ohio, 0.59 
2008,Oklahoma, 0.64 
2008,Oregon, 0.60 
2008,Pennsylvania, 0.61 
2008,Rhode Island, 0.59 
2008,South Carolina, 0.64 
2008,South Dakota, 0.63 
2008,Tennessee, 0.65 
2008,Texas, 0.64 
2008,Utah, 0.59 
2008,Vermont, 0.60 
2008,Virginia, 0.57 
2008,Washington, 0.57 
2008,West Virginia, 0.64 
2008,Wisconsin, 0.58 
2008,Wyoming, 0.62 
2009,United States, 0.62 
2009,Alabama, 0.62 
2009,Alaska, 0.57 
2009,Arizona, 0.61 
2009,Arkansas, 0.63 
2009,California, 0.64 
2009,Colorado, 0.59 
2009,Connecticut, 0.64 
2009,Delaware, 0.56 
2009,District of Columbia, 0.62 
2009,Florida, 0.68 
2009,Georgia, 0.65 
2009,Hawaii, 0.57 
2009,Idaho, 0.63 
2009,Illinois, 0.61 
2009,Indiana, 0.59 
2009,Iowa, 0.56 
2009,Kansas, 0.60 
2009,Kentucky, 0.60 
2009,Louisiana, 0.64 
2009,Maine, 0.57 
2009,Maryland, 0.56 
2009,Massachusetts, 0.60 
2009,Michigan, 0.61 
2009,Minnesota, 0.58 
2009,Mississippi, 0.65 
2009,Missouri, 0.60 
2009,Montana, 0.64 
2009,Nebraska, 0.59 
2009,Nevada, 0.64 
2009,New Hampshire, 0.57 
2009,New Jersey, 0.60 
2009,New Mexico, 0.63 
2009,New York, 0.66 
2009,North Carolina, 0.60 
2009,North Dakota, 0.58 
2009,Ohio, 0.58 
2009,Oklahoma, 0.61 
2009,Oregon, 0.59 
2009,Pennsylvania, 0.60 
2009,Rhode Island, 0.58 
2009,South Carolina, 0.61 
2009,South Dakota, 0.62 
2009,Tennessee, 0.62 
2009,Texas, 0.64 
2009,Utah, 0.59 
2009,Vermont, 0.59 
2009,Virginia, 0.57 
2009,Washington, 0.57 
2009,West Virginia, 0.58 
2009,Wisconsin, 0.58 
2009,Wyoming, 0.63 
2010,United States, 0.63 
2010,Alabama, 0.59 
2010,Alaska, 0.56 
2010,Arizona, 0.62 
2010,Arkansas, 0.59 
2010,California, 0.67 
2010,Colorado, 0.61 
2010,Connecticut, 0.67 
2010,Delaware, 0.56 
2010,District of Columbia, 0.64 
2010,Florida, 0.68 
2010,Georgia, 0.63 
2010,Hawaii, 0.56 
2010,Idaho, 0.63 
2010,Illinois, 0.62 
2010,Indiana, 0.57 
2010,Iowa, 0.55 
2010,Kansas, 0.59 
2010,Kentucky, 0.57 
2010,Louisiana, 0.62 
2010,Maine, 0.55 
2010,Maryland, 0.57 
2010,Massachusetts, 0.63 
2010,Michigan, 0.60 
2010,Minnesota, 0.59 
2010,Mississippi, 0.61 
2010,Missouri, 0.59 
2010,Montana, 0.61 
2010,Nebraska, 0.58 
2010,Nevada, 0.68 
2010,New Hampshire, 0.58 
2010,New Jersey, 0.62 
2010,New Mexico, 0.59 
2010,New York, 0.68 
2010,North Carolina, 0.58 
2010,North Dakota, 0.57 
2010,Ohio, 0.56 
2010,Oklahoma, 0.59 
2010,Oregon, 0.58 
2010,Pennsylvania, 0.59 
2010,Rhode Island, 0.58 
2010,South Carolina, 0.58 
2010,South Dakota, 0.60 
2010,Tennessee, 0.60 
2010,Texas, 0.63 
2010,Utah, 0.59 
2010,Vermont, 0.57 
2010,Virginia, 0.59 
2010,Washington, 0.59 
2010,West Virginia, 0.54 
2010,Wisconsin, 0.58 
2010,Wyoming, 0.66 
2011,United States, 0.63 
2011,Alabama, 0.59 
2011,Alaska, 0.57 
2011,Arizona, 0.62 
2011,Arkansas, 0.61 
2011,California, 0.67 
2011,Colorado, 0.62 
2011,Connecticut, 0.68 
2011,Delaware, 0.56 
2011,District of Columbia, 0.64 
2011,Florida, 0.69 
2011,Georgia, 0.64 
2011,Hawaii, 0.57 
2011,Idaho, 0.63 
2011,Illinois, 0.63 
2011,Indiana, 0.58 
2011,Iowa, 0.56 
2011,Kansas, 0.60 
2011,Kentucky, 0.57 
2011,Louisiana, 0.59 
2011,Maine, 0.56 
2011,Maryland, 0.58 
2011,Massachusetts, 0.64 
2011,Michigan, 0.60 
2011,Minnesota, 0.59 
2011,Mississippi, 0.58 
2011,Missouri, 0.60 
2011,Montana, 0.62 
2011,Nebraska, 0.58 
2011,Nevada, 0.68 
2011,New Hampshire, 0.59 
2011,New Jersey, 0.63 
2011,New Mexico, 0.59 
2011,New York, 0.69 
2011,North Carolina, 0.59 
2011,North Dakota, 0.59 
2011,Ohio, 0.57 
2011,Oklahoma, 0.60 
2011,Oregon, 0.59 
2011,Pennsylvania, 0.60 
2011,Rhode Island, 0.59 
2011,South Carolina, 0.59 
2011,South Dakota, 0.60 
2011,Tennessee, 0.60 
2011,Texas, 0.64 
2011,Utah, 0.60 
2011,Vermont, 0.58 
2011,Virginia, 0.59 
2011,Washington, 0.60 
2011,West Virginia, 0.55 
2011,Wisconsin, 0.58 
2011,Wyoming, 0.63 
2012,United States, 0.64 
2012,Alabama, 0.59 
2012,Alaska, 0.57 
2012,Arizona, 0.62 
2012,Arkansas, 0.61 
2012,California, 0.69 
2012,Colorado, 0.63 
2012,Connecticut, 0.70 
2012,Delaware, 0.58 
2012,District of Columbia, 0.66 
2012,Florida, 0.71 
2012,Georgia, 0.63 
2012,Hawaii, 0.58 
2012,Idaho, 0.64 
2012,Illinois, 0.64 
2012,Indiana, 0.58 
2012,Iowa, 0.57 
2012,Kansas, 0.61 
2012,Kentucky, 0.58 
2012,Louisiana, 0.64 
2012,Maine, 0.56 
2012,Maryland, 0.59 
2012,Massachusetts, 0.65 
2012,Michigan, 0.62 
2012,Minnesota, 0.60 
2012,Mississippi, 0.60 
2012,Missouri, 0.61 
2012,Montana, 0.63 
2012,Nebraska, 0.60 
2012,Nevada, 0.70 
2012,New Hampshire, 0.60 
2012,New Jersey, 0.65 
2012,New Mexico, 0.60 
2012,New York, 0.71 
2012,North Carolina, 0.60 
2012,North Dakota, 0.62 
2012,Ohio, 0.58 
2012,Oklahoma, 0.62 
2012,Oregon, 0.59 
2012,Pennsylvania, 0.61 
2012,Rhode Island, 0.60 
2012,South Carolina, 0.60 
2012,South Dakota, 0.63 
2012,Tennessee, 0.61 
2012,Texas, 0.65 
2012,Utah, 0.62 
2012,Vermont, 0.59 
2012,Virginia, 0.61 
2012,Washington, 0.62 
2012,West Virginia, 0.55 
2012,Wisconsin, 0.59 
2012,Wyoming, 0.65 
2013,United States, 0.63 
2013,Alabama, 0.58 
2013,Alaska, 0.56 
2013,Arizona, 0.62 
2013,Arkansas, 0.60 
2013,California, 0.67 
2013,Colorado, 0.61 
2013,Connecticut, 0.68 
2013,Delaware, 0.57 
2013,District of Columbia, 0.64 
2013,Florida, 0.69 
2013,Georgia, 0.63 
2013,Hawaii, 0.57 
2013,Idaho, 0.62 
2013,Illinois, 0.63 
2013,Indiana, 0.57 
2013,Iowa, 0.55 
2013,Kansas, 0.60 
2013,Kentucky, 0.57 
2013,Louisiana, 0.62 
2013,Maine, 0.56 
2013,Maryland, 0.59 
2013,Massachusetts, 0.64 
2013,Michigan, 0.61 
2013,Minnesota, 0.59 
2013,Mississippi, 0.58 
2013,Missouri, 0.60 
2013,Montana, 0.61 
2013,Nebraska, 0.58 
2013,Nevada, 0.69 
2013,New Hampshire, 0.58 
2013,New Jersey, 0.64 
2013,New Mexico, 0.59 
2013,New York, 0.70 
2013,North Carolina, 0.59 
2013,North Dakota, 0.59 
2013,Ohio, 0.57 
2013,Oklahoma, 0.60 
2013,Oregon, 0.58 
2013,Pennsylvania, 0.60 
2013,Rhode Island, 0.59 
2013,South Carolina, 0.58 
2013,South Dakota, 0.61 
2013,Tennessee, 0.60 
2013,Texas, 0.65 
2013,Utah, 0.60 
2013,Vermont, 0.58 
2013,Virginia, 0.59 
2013,Washington, 0.60 
2013,West Virginia, 0.54 
2013,Wisconsin, 0.58 
2013,Wyoming, 0.67 
2014,United States, 0.64 
2014,Alabama, 0.58 
2014,Alaska, 0.56 
2014,Arizona, 0.62 
2014,Arkansas, 0.61 
2014,California, 0.68 
2014,Colorado, 0.62 
2014,Connecticut, 0.68 
2014,Delaware, 0.57 
2014,District of Columbia, 0.64 
2014,Florida, 0.70 
2014,Georgia, 0.63 
2014,Hawaii, 0.57 
2014,Idaho, 0.61 
2014,Illinois, 0.63 
2014,Indiana, 0.58 
2014,Iowa, 0.56 
2014,Kansas, 0.60 
2014,Kentucky, 0.58 
2014,Louisiana, 0.62 
2014,Maine, 0.56 
2014,Maryland, 0.59 
2014,Massachusetts, 0.65 
2014,Michigan, 0.61 
2014,Minnesota, 0.59 
2014,Mississippi, 0.58 
2014,Missouri, 0.61 
2014,Montana, 0.61 
2014,Nebraska, 0.59 
2014,Nevada, 0.68 
2014,New Hampshire, 0.59 
2014,New Jersey, 0.64 
2014,New Mexico, 0.59 
2014,New York, 0.71 
2014,North Carolina, 0.60 
2014,North Dakota, 0.59 
2014,Ohio, 0.57 
2014,Oklahoma, 0.61 
2014,Oregon, 0.59 
2014,Pennsylvania, 0.60 
2014,Rhode Island, 0.60 
2014,South Carolina, 0.59 
2014,South Dakota, 0.61 
2014,Tennessee, 0.61 
2014,Texas, 0.65 
2014,Utah, 0.60 
2014,Vermont, 0.59 
2014,Virginia, 0.60 
2014,Washington, 0.61 
2014,West Virginia, 0.55 
2014,Wisconsin, 0.58 
2014,Wyoming, 0.66 
2015,United States, 0.64 
2015,Alabama, 0.59 
2015,Alaska, 0.56 
2015,Arizona, 0.62 
2015,Arkansas, 0.61 
2015,California, 0.68 
2015,Colorado, 0.61 
2015,Connecticut, 0.68 
2015,Delaware, 0.58 
2015,District of Columbia, 0.65 
2015,Florida, 0.70 
2015,Georgia, 0.63 
2015,Hawaii, 0.57 
2015,Idaho, 0.62 
2015,Illinois, 0.63 
2015,Indiana, 0.58 
2015,Iowa, 0.56 
2015,Kansas, 0.60 
2015,Kentucky, 0.58 
2015,Louisiana, 0.62 
2015,Maine, 0.56 
2015,Maryland, 0.59 
2015,Massachusetts, 0.65 
2015,Michigan, 0.61 
2015,Minnesota, 0.59 
2015,Mississippi, 0.59 
2015,Missouri, 0.60 
2015,Montana, 0.61 
2015,Nebraska, 0.58 
2015,Nevada, 0.68 
2015,New Hampshire, 0.58 
2015,New Jersey, 0.64 
2015,New Mexico, 0.59 
2015,New York, 0.71 
2015,North Carolina, 0.60 
2015,North Dakota, 0.58 
2015,Ohio, 0.57 
2015,Oklahoma, 0.61 
2015,Oregon, 0.59 
2015,Pennsylvania, 0.61 
2015,Rhode Island, 0.59 
2015,South Carolina, 0.59 
2015,South Dakota, 0.61 
2015,Tennessee, 0.61 
2015,Texas, 0.65 
2015,Utah, 0.60 
2015,Vermont, 0.58 
2015,Virginia, 0.60 
2015,Washington, 0.61 
2015,West Virginia, 0.55 
2015,Wisconsin, 0.58 
2015,Wyoming, 0.66 
2016,United States, 0.63 
2016,Alabama, 0.59 
2016,Alaska, 0.56 
2016,Arizona, 0.61 
2016,Arkansas, 0.62 
2016,California, 0.67 
2016,Colorado, 0.62 
2016,Connecticut, 0.67 
2016,Delaware, 0.57 
